sentence,char_count
bhalo tobe ank light small steel  ettai halka je aamar phonta slim thin hoja stbeo ojet niye parchhe na banka hje jachchhe tb prais onujai motamuti valoi,154
less bajeter inside darun prdt। etta valo hope krini। onk vari phone bhn krte pare। laiter alo masha allah ank josh। dlvry mjaner bebohar bhlo chilo। matr dine hand e peechhi। All Over good. thanks seller.,207
drz from ami ei prodaktta order krechhilam dekhi still orjinal prod dicche aami jerkm chejechhi serkmi peychi setar menu khb bhlo sundr kore prod amake pathije gave sjar aaj onnk tnx prdt orjinal giving jonno prodaktta sbar upr hte parben aami ene trai krechi itemta khb valooo onk thnks,311
bhlo prodakts tobe ami je kaje nijechhilam setai hocche naa  below banka hosse na tall lmbi he thakchhe lomba vidior jonno valooo,123
mashallah! khb valooo ekta jinish! onnk less price e! tobe! fon laganur je jajga ta eita ekdom worst! end khb riski! onk kosht hoi mobile lagate! again norom more chap dile broken jabe ble kicu kra jay! bhal sob perfect!,211
kojalitita onnk valooo bluetooth sistemer pik tola jay besh bhaloi kajer lil bit ndbde but eto kom dame bhaloi,103
"oshadharon item kub bhalo nite paro sbai, e-i taka darun jinis।  aami sbgulai chek korlam, sob tik ache।",98
bhlo naa ph lagale  pde jay। etar qlt ank beshi karap ph lagale stnd sho pde jay ।,97
prodaktti khb bhalo apnara nite paro slr vaike thnks apnake bhal prodact ta dejar jonno,95
"hum shob bhal bt barbar shudu amake broken selfie rimat dhrije den ba noshto pde, etai shomossha just",95
alhmdu prodaktta onek bhalo । ajke skalei hate pelam । u all chaile niye paren । 🥰🥰🥰,93
alhamdulillah product ti hand e pelaam eti onnk mojbut tnx drz and dlv guy ke... /☺️,96
seller rude behavior korlo jokhn damage report korlam.. customer k respect dena jane nah,88
"#e dame best prod। 
#bluetooth valoi work krchhe। 
#jehetu daam less tai gathnikvabeo ektu weak।",95
mshllh prdaktti valo r mi ato less takar vitre mi jani drz chhada r keu dite parbe nah,93
bhal ekta jinis peechhi। selfie istik ta amar kub bhlo legechhe । and Dalivary man kub valo silo,92
alhmdu bhal all nite paro। delivery men ke ank tnx ato taratari deoar j ❤️,92
alhamdulillah onk sundr product daraz ke onek thanks kkhno thkini drz from kichu kine।,90
amar khub fav hechhe।ei price e ei item keo dibe na। tao abar remote kntrol। mi onek kushi।,90
sob thik thak onnk bhal chaile u all odar dite paro chhbite jemn dekaichhe  temni paichi  ? 😊😊,87
ek ta onk ank vlo & strong all to buy paro valo hbe inshllh sbaike bhalo mal paben,88
alhmdu apnra caile nite paren jerkm prdt chaichhi serkmi hichhe chaile niye paro,89
daam hishebe traipd ta onnk vlo ache ek kthaj awesome ami nijechhi apnra jodi chao niye paro,88
deoar sm chek kre deoa uchit silo rimoter bat nst diechhe now kanekshn dite parini।,87
thx drz amader beside thakar jonno alhamdulillah susth vabe mi prodact hate paise,87
"mi ajke prodaktti peechhi kintu light noshto 
ekhon aami kivabe eta chenjj kore pabo?
# Help",87
onnk valo jinsh। kintuu  fon rakhar stnd ta kub nrmal tarpro nite jodi chao niye paro,88
"alhamdulillah, dam onujai onk valo।  seller ank antrik। u all niye paren।🌼🌼💜💜💜",83
itemta amar khubi projn chilo। knt daraz amar ichchhe khb taatai purn krbe vabi naai।,88
slfi stikta qlty kubi valo dekhteo sundr apnra sbai nite paren thanks daraz ke,87
price hisabe goes। motamuti valoi ace। ordr giving 23 hour prei dlvry peye giechhi।,87
"price onujai ok ache
 kintu aami mne krchhilam tall   ta bsh 
 kintu tall na eta choto",86
msg dile 'ok ok' bole kintu kono action e nai.. words er kono value nai ei seller er.. avoid korun sobai,104
"price according to kub ekta kharap naa bt ph rakhar spesta onek besi coto, edjast hoy na।",86
era deka ekta de arek ta amake blu tu de naa  ekon ami ritan krbo। da kore ritan nin,86
"dlv man r bjbharta ank bhal,, bat prod  temon ekta valooo naa ,, average ।",85
"ei pnjta valo hjni r light noshto tarpr slfi 
sui ij dead e pnjtake keu kinben naa",84
Alhamdullilla onek val🙂। sb thik achhe। dam onujayi thik। 🙂Bluetooth kaj kre। 🙂val।,80
"4 ti product ordr dijechhilam। alhmdu onnk vlo peychi, aami kub khushi, ❤️❤️❤️",83
alhdlh jerkm dekhechhilam se rkmi  but stret ta onek small like that ekta big na,83
"alhamdulillah kub bhalo cilo , pjakejingtao shundor silo । tahle apnio niye paro 🥰",81
"kmdame color selfie stiki hisabe jthesht valo, order krte karo dbidha thakar karne nei",81
e prodaktta daam onujai khubi valo। delivery bj onk bhal khb phrendli silo।,80
186 takaj eto shundor jinis paojatao vagjer bjapar ....tao alhamdulillah ....,81
"gotokal delivery die gechhe, ekhono use kora h naai,tb dekhte bhaloi ace, thx",79
alhamdulillah prodaktti onnk valooo and valovabei hate peychi seller re tnx।,79
"valoi,,,tb traipd hisabe otta strong nah,batashe ne,,,tb eto olp takai best",77
jinish ta bhalo ace apnra niye paro। daam onujai kaj chali neoar mto  item।,77
mob stjandti onnk shundor but fon rakhar hait ta ektu less mone hl amar kachhe।,78
"ek ktha blte gele oshadharon। kub vlo ek ti prod,  apnra caile niye paren😊",77
"cheater manushke dhoka die ki lav!!
ek ta dicche arekta de nai!!  egulo kono word!!!",78
"dam according to vlo,,, r lil bit strong pokto hole bhal hto,... thx vlo legechhe",76
"dam onujai standard thiki ache!!
blututh die chobi tulata valoi feels!!❤️
Satisfied!!",77
ei prodaktta aamar kachhe ekdmi phaltu mone hoice it ok mtn dandije thake nah,77
"mansmmt, jodi chao apnarao niye paren, price as jthesht bhalo, thanks seller ke।",77
laite 3 ti mud ase r bt batn valo but stan ta khb more tall na ।,77
sobkicu thikthak mto peychi shudu it ektu halka kichhudin cholbe r pore vengge jabe,77
alhdlh shundor ek ti  slfi istik damekm mane bhal।sobai nite paren।,74
mashallah ank sundor u all jodi chao all nite paro। slr vaike onk thx।,77
thnks darajke 💗 ok jemon ta hope krechhilam temnti peyechi alhmdu 💗,74
malta valo hand e pichi। kintu je sistem eta phone kanekt nichchhe naa bulutu,76
onekdin bjbharer pr review dichchhi alhmdu ank vlo sbai nite paro,74
slfi stikta coto kintu onk big dekhaia gave coto eta aami mante parlam na,74
😊alhdlh prodaktti aslei onek valo👍। caile apnarao nite paren❤️,72
ei dame erkm valooo ekta prod pab hope krini। agun agun। caile nite paro,75
prodaktta onnk bhalo. but all jajgaj stebl vabe dandije thakte pare nah.,75
vhai chjej eni 3 eta holo aamar nitjdiner shping ml।erkm tichar dara je also chai।,75
thx slr bhai apnake onnk sundor ek ti prod oshongkho thnks daraz ke,74
alhdlh jemnta cheyechilam temntai pichi apnarao caile nite paro।,74
prodaktta valoi ace but tall ek from dui fit arektu big hole valooo hoto,74
itemta ank bhal eita amar ank fav hechhe u all nite jodi chao nite paro,73
bhai apni jeje prod dichhen eta to mone koren je laitta jble naa thik ase,73
kubi bhal othentik ekta prod apnra caile nite paro thnks seller ke,72
"selfie stikta rlly vlo chilo and it bhal kaj kre, tumi eta to buy paro।",72
dam hishebe tk ase। lil bit nrbre r light e change arektu thakle bhlo hto।,72
prodact  jemntai cayechilam temntai paichi motamuti onek valooo dhonnobad,70
dnjbad daraz ke olp takar inside eto sundor ek ta prdt deoar j,71
seller claim korlo product perfect condition e pathaise.. but obvious damage ache.. kothay theke perfect?,105
"sobkicu milie thik thak ace,onk shundor product jodi chao sobai niye paro।",70
ei price e ekdom bhal product nicher stant gulo also  sturdy hole vlo hoto,69
"olp takaj r thke vlo asa kora uchit na, tobe pjakejingta karap chilo",68
"chhbita look je rkm mi itemta serkm peyechi, shobkichu mile bhalo legechhe",69
alhamdulillah jemnti cheechhilam temni peechhi darjke oshongkho thnks।,67
"slfi suicher bat bad silo, jeta amake bajar thke to buy hoice।",68
price according to jinishta khubi bhal। jader phone ojet kom they nite paren।,68
"onnk choto, emne all tk ache। 
184 bdt prchhe takar tulmai bhal hi nei।",67
prodaktta dam according to avg onk bhal apnra nileo nite paren,67
"ntunder jnje bhal, but arektu tall hole bhlo hto।
flash it bhaloi।",67
today hate pelam but mnta bad he gel bluetooth rmot denai 😕,64
khub sundr hoyeche bat how long tikbe seta iuj krar por blte parb ❤️,64
"ank sundr hechhe, apnar jodi chao niye paro 🥰🥰🥰🌺🌺🤩🤩🤩🤩🤩",52
onek dhonnobad dada ajke khb sundr ekta stjamp deoar jonno,61
"daam according to thikthak ache caile nite paren। 
thanks seller ke",59
it amar bhlo por naai kjamerar suis ta noshto & vangga silo,59
🥰mashallah product bhaloi।  pkg tao osadharn cilo।😍,57
amar kachhe it shera lagchhe tar karon dam onujai onk beshi valo,59
jinishta truly mjadar r valo je keu nishchinte to buy pare,59
bajet onujai prodaktta bhaloi। u all chaile niye paren।,58
quality kubi low quality but ei damer inside average works।,58
use korar pr rvw dichchhi khub bhlo eta eka eka photo tola ja,58
etai chiting kora hichhe amake tinta pik deoa hichhe phul seter,57
"tk emon ta dekhchhilam,temon tai paise,,apnarao nite paro??",57
koaliti like that bhalo na।  mobailer ojn dhre rakhte pare na।।,56
tnx daraz ke prodaktti onk ank sundr hoice 🥰🥰,55
"motamuti valo apnara chaile nite paren। 
TM Rezaul Sheikh",56
"packet ekdom kholar mt cilo,jinish o thin ekdom,work kore naa",56
khub e valooo maner ek ti slfi stik u all chaile nite paro,56
"prdt onek bhalo r khub e sturdy
chaile all nite paro",55
aami je rkm konta asha krchhi oi rkmtai paichi thnks take,54
"e praije like this prdt hope krai ja,,,valo nite paren",55
motamuti quality er। temon shubidha korte parchhi nah।onk setings,54
alhdlh kubi shundor vabe peychi aaj hand e pelaam,55
"alhdlh bhal, kintu and ektu strong hole vlo hoto",54
"alhdlh jinishta onnk valooo prchhe, thanks drz।",53
avg goes price beshi matite khara kre vid kora jabena,54
darun ekta kajer jinish। jenuin ponno apnara niye paren।,54
emon peechhilam temon peechhi। apnarao caile nite paren।,53
amar kachhe to onnk bhlo legechhe chaile apnarao nite paro,54
"kubi lightweight & choto, mob sh stik dandijei thake naa",54
mshllh jemntai dekhechi themn peechhi shobkichu tik ace,52
average vlo kintu daam tulnai prodaktta serkm nah,53
onk shundor ek ta jinish vid korar jn‍j kub bhalo 🥰🥰,51
sob thik kintu laitta cholche naa । noshto hole kichu korar nai,53
alhmdu mner mto ek ta jinis। shob thikthak chilo। 🥰,52
ei chshma ti onk bhalo caile apnara niye paro 😊❤️‍🩹,50
ato kom takar majhe eto shundor ek ta jinish klpna krina,51
ja dekhechi tai peyechi onek bhal product niye paro,52
kub bsh valo naa daam ektu bsh mone hlo avg works,51
ei estanta kub vlo less praijer vitre bhalo maner♥️,51
"motamuti valo quality er product, dam onujai ok ace।",51
eto less takaj onek bhlo product। apnarao niye paren 😇😊,50
"hait kom  besi valona nrmal  
 mn jodi chao nite paro",49
kubi kharap jinsh otometik unbox jay ekbare baje eta,51
prodaktta valooo ace।।  projn thakle niye paro।।,50
price hisabe ponno ta onek valooo। apna chaile niye paren,51
"mi tinta 15 ta dijechhilam tar inside, eta chilo vlo",50
daam according to tk ase bt qlty etta bhal nah,50
"motamoti valoi ache, chaile sobai nite paren।
dhonnobad",50
etao khub bhal vishn kajer। apnra caile niye paren,49
avg  prdaktti bhaloi ।। chaile niye paro ।।,49
average vlo jinish paisi apnara jodi chao niteo paro,50
onek bhalo cilo prdaktta sobai chaile nite paro।,48
"chhbite emon temni peychi।
jinishta ank sundr।।😍",48
selfie stiktar koaliti damer tulna kubi bhal।,47
"u all jodi chao nite paren 100% prodact thik ache,,,",49
dam hishebe cholbe knt arektu mojbut hole bhal hto,48
avg kharap naa bhaloi kintu laitta alo kom dej,49
"dam onujai thik ase, but amar mobile fit h na",49
valo work krtechhe। bat light charge beshikshn stays naa,48
e prodaktti bhal koreche। it pejeo mi happy।,47
onnk vlo ekti prdt apnra caile niye paren,48
stritta khub valooo knt blu ta work krchhe 😭,47
daam as ok ace kintu bilt quality bad,47
aamar to onnk like hoyeche onnk bhlo prodaktta,47
olp takaj onek bhal emon chejechhi like that peychi,47
average daam onujaj thikthak valooo naa bad and nah,46
"eta onek vlo chilo,  tobe shpng charge onk bsh",46
eto kom dame eto bhalo prdt mashallah.. ❤️‍🩹,46
ekon pailam alhdlh prdaktti onek bhalo,46
traiptti bhaloi ace। apnara chaile nite paro।,45
prodakti peechhi t lightweight less price hisabe chole।,45
jemnta cayechilam temnta naa but dam considering thik,46
"e slfi stik ta onnk bhal 
apnara nite paren",46
selfie stikta onnk sundor u all niye paren।,44
e jinishta onnk vlo amar ank pochondo hoyeche,43
isten ti khub valooo chilo। ami darajke thnks।,45
bt remote dej naai। chobi tola jachchhe naa 😢,44
"average valooo achhi chaile। apnra niye paro,,",44
dame sashri। erchee kme lokal markete paini,45
dijainta bhaloi bebohar kre dekhi after rvw debo,45
mashallah onnk shundor u all jodi chao niye paren,45
motamoti bhlo ei dme r inside sbai niye paren,44
"onnk bhlo।
sobai niye paren।
bajet phrendli।",44
onnk valooo ek ta jinsh jodi chao u all nite paro,44
shathe coto remote ta paini।  rmot dile vlo hto,44
khubi bhlo product u all jodi chao niye paro,43
stangulo motamuti vlo taka onujai thik ase,44
onek vlo sbai nite paren valo onk lav hbe,43
"onk nrbre, mobile r ojn bhn krte pare nah",42
"daam according to chole। bhaloi, u all nite paren।",43
jaihok daam onujai jinish ta bhaloi chilo 🙂👍,41
ank sundr hoyeche।jemon chaichhilam like that dise।,43
prodaktti bhalo caile apnarao nite paren,41
"jemon dekhano hichhe temni paichi,,,thnks,,🙂",41
bhaloi paise jerkm order dichhi serkmi paichi,42
onnk valooo slfi stikti। seller ke dhonnobad।,41
onek light phone nie dara thakte pare na।,40
plastic quality boro bekar.. 1st day te e crack dhorse.. ei build quality diye product keno bechhe bujhchhina,109
itemta ank bhlo ❤️❤️❤️ sbai niye paren,40
chlar mt ei dame prfct jodi chao niye paren,41
"sbi thik thak bt amar mob h  na, 🥹",40
jara mini blg kre their jonno eta best।,40
"nice product,       dam hisebe onek valo।",41
"eti amar kachhe bhalo legechhe, bat lil bit nrmal",41
dam hisabe bhal ache । apnra niye paro,39
it mutamuti valo bt tulna mulk choto,40
price onujai valooo। pnjtite ntuntb ace।,39
mashaallah osadharn 🥰 Thank you Dazar ❤️,39
e tame eto sundor stik smvb n।..vlo,39
hand e pelaam। ekhon use kore dekhar pala।,39
mshllh bhal। today hand e pelam ✌️✌️✌️,39
olp price e valoi hchhe dame kom mane valo,38
e jinisti now again onnk shundor hoyeche,38
ek ta talk to say j onk cheshta kore chhi,37
material ta description e 'premium quality' lekha but full phaltu cheap plastic.. misleading product info,105
prdaktti onk vlo sobai niye paren।,37
valooo prdt ebong prodakte work kore,37
dam onujai bhalo! na doudaileo chole।,36
prodakter lit chhada shobkichu phaltu।,36
"not good not bad, majhamajhi blte paren",37
khb bhal na avg chalanor jai ।।।,36
aslei iha ekti valooo quality er prod।,36
onek valo prodact। seller re thnks,36
alhmdu....daam onujai valooo🖤,35
kjash on dlvry hocche naa ken vhai,34
praij onujai darun ek ta product।,35
olp damer modhye khub valooo product,35
vlo but otta strong r Stable nah।,34
bhal legechhe sobkicu thikthak peechhi 🤍,34
"prod ta niye paren ।।।।
💚।।।।।",34
selfie stiker rmot nei charger nei,35
"jinish bhal, look chhbir mt noh।😏👍",32
tnx darajke amar fav hoice,33
vlo tb arektu lomba hole vlo hto,34
vlo hoice smjer modhye peyechi,32
"onnk vlo, but pilastik weak",34
jinish ta hater pressure e benge gelo.. eto fragile product keno bechhe daraz?? waste of money 💸,96
sob ok ace kintu chhobi tola ja na,34
koaliti average chole।jjjnjbnn,33
average bhlo krar stail to all,33
sobkicu thikthak mto peyechi। valooo।,32
jdistkkutanheiriheejprsjkt,31
ei dame e jinis aslei valo dil!,31
"dam anu jaii akdom 100 ta 98,",29
jinishta bhalo sobai nite paren,28
bhalo jinish sbai nite paro।❤,28
khub e bhalo ek ta predakt😊😊,26
daam as valooo। rikmended।,28
bhaloi kharap naa sbi thikthak ache,28
sobai niye paro bhaloi ache🔥,26
daam according to vlo prdt।,28
ank bhlo all nite paro,25
